Document,Question,Answer
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, the pi"
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Mental lim
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,There is n
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is the physiological state one of the contributing factors to this accident?,The invest
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The invest
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is routine violation one of the contributing factors to this accident?,There is n
Report_WPR20LA283_101856_2_1_2025 8_28_51 PM.pdf,Is exceptional error one of the contributing factors to this accident?,The invest
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,Yes
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,Yes
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Are tool or technology issues contributing factors to this accident?,No.
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?","Yes, commu"
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the i"
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Yes
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, physi"
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is routine violation one of the contributing factors to this accident?,The inform
Report_WPR21FA143_102813_2_1_2025 8_28_22 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,There is n
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is perceptual error one of the contributing factors to this accident?,The inform
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_WPR21FA300_103602_2_1_2025 8_27_52 PM.pdf,Is exceptional error one of the contributing factors to this accident?,The analys
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, menta"
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR22FA001_104018_2_1_2025 8_27_37 PM.pdf,Is exceptional error one of the contributing factors to this accident?,No
