Document,Question,Answer
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,Yes
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The inform
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The invest
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is routine violation one of the contributing factors to this accident?,The invest
Report_WPR12LA259_83942_2_2_2025 10_22_55 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The autops
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_WPR13FA054_85657_2_2_2025 10_22_05 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The invest
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, spati"
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is routine violation one of the contributing factors to this accident?,There is n
Report_WPR13FA080_85924_2_2_2025 10_21_51 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, not b"
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is the physiological state one of the contributing factors to this accident?,Yes
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Yes
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR13FA119_86174_2_2_2025 10_21_40 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the a"
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Yes
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, physi"
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR13FA208_86743_2_2_2025 10_21_08 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is the operational process one of the contributing factors to this accident?,The examin
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The toxico
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_WPR13FA343_87586_2_2_2025 10_20_40 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,"Yes, the f"
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, poor "
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"No, the ph"
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is routine violation one of the contributing factors to this accident?,"No, routin"
Report_WPR13FA411_88058_2_2_2025 10_20_27 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, the co"
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Physical o
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No.
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_WPR13FA417_88096_2_2_2025 10_20_25 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, task-"
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is the physiological state one of the contributing factors to this accident?,Yes
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, physi"
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR13GA128_86245_2_2_2025 10_21_37 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Yes
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The contri
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is routine violation one of the contributing factors to this accident?,There is n
Report_WPR13GA338_87555_2_2_2025 10_20_43 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The invest
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No pre-imp
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No pre-imp
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No physica
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Are skill-based errors contributing factors to this accident?,Skill-base
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is perceptual error one of the contributing factors to this accident?,There were
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is routine violation one of the contributing factors to this accident?,"Yes, routi"
Report_WPR14FA137_88928_2_2_2025 10_20_02 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR14FA158_89019_2_2_2025 10_19_57 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
