Document,Question,Answer
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No.
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Are tool or technology issues contributing factors to this accident?,No.
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA19FA142_99224_2_2_2025 10_01_41 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",There is n
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The findin
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, physi"
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA19FA163_99374_2_2_2025 10_01_33 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is the physiological state one of the contributing factors to this accident?,Yes
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA19FA191_99586_2_2_2025 10_01_18 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,Yes
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?","Yes, commu"
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The inform
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA20FA012_100436_2_2_2025 10_01_02 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The invest
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, not b"
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is the physiological state one of the contributing factors to this accident?,Yes
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Yes
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA20FA056_100726_2_2_2025 10_00_53 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The invest
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA20FA074_100796_2_2_2025 10_00_45 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The invest
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the a"
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR18FA016_96242_2_2_2025 10_03_27 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the i"
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The contri
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is routine violation one of the contributing factors to this accident?,The inform
Report_WPR18FA074_96661_2_2_2025 10_02_58 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The invest
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Are tool or technology issues contributing factors to this accident?,No.
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,There is n
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The invest
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The findin
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Yes
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is routine violation one of the contributing factors to this accident?,"Yes, routi"
Report_WPR18FA077_96678_2_2_2025 10_02_55 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, menta"
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The invest
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR18FA188_97687_2_2_2025 10_02_25 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,Yes
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the f"
