"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ERA15FA085","ACC","90540","2014-12-29T11:25:00Z","Lake Worth","Florida","United States","","N771MM","FALSE","DirectorBrief","2017-03-06T05:00:00Z","Fatal","1","1","0","A main rotor stall due to low rotor rpm, which resulted in an uncontrolled descent into terrain. Contributing to the accident was the flight instructor’s delayed remedial action.","","26.6","-80.086669","ROBINSON HELICOPTER","R22 BETA","HELI","LNA","PALM BEACH COUNTY PARK","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90540","10/7/2016 3:07:00 PM",
"WPR15FA051","ACC","90447","2014-12-02T15:00:00Z","Bountiful","Utah","United States","","N3234U","FALSE","DirectorBrief","2017-04-04T04:00:00Z","Fatal","2","0","0","The pilot/mechanic's failure to properly secure the pitch link hardware of one main rotor blade to the rotating swash plate, which resulted in the pitch link separating in flight and a subsequent loss of control.","","40.857776","-111.923889","ROBINSON HELICOPTER COMPANY","R44","HELI","BTF","SKYPARK","FALSE","1","","PERS","091","Substantial","VMC","Native Range Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90447","3/28/2017 11:15:00 AM",
"ERA15FA025","ACC","90293","2014-10-23T15:37:00Z","Frederick","Maryland","United States","","N122ES, N7518Q","FALSE","DirectorBrief","2016-05-23T04:00:00Z","Fatal","3","0","1","The failure of the helicopter pilots and the airplane pilot to maintain an adequate visual lookout for known traffic in the traffic pattern, which resulted in a midair collision. Contributing to the accident were the airplane pilot's descent below the published airplane traffic pattern altitude (TPA) and the helicopter pilot's climb above the proper helicopter TPA as prescribed in the Federal Aviation Administration's Aeronautical Information Manual for airports without published helicopter TPAs. Also contributing to the accident were the lack of a published helicopter TPA, the absence of radar equipment in the tower, and the controller's inadequate task prioritization.","","39.410831","-77.382499","CIRRUS DESIGN CORP, ROBINSON HELICOPTER COMPANY","SR22, R44 II","AIR,HELI","FDK","Frederick Municipal","FALSE,FALSE","1,1","","PERS,INST","091,091","Substantial,Destroyed","VMC","GRAEVES AUTO & APPLIANCE INC,Advanced Helicopter Concepts, Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90293","4/22/2016 4:36:00 PM",
"CEN15FA003","ACC","90204","2014-10-04T01:55:00Z","Wichita Falls","Texas","United States","","N335AE","TRUE","DirectorBrief","2015-07-23T04:00:00Z","Fatal","3","1","0","The pilot’s failure to maintain yaw control when he applied power to execute a go-around at a low airspeed in dark, night conditions, which resulted in a rapid, uncommanded right yaw due to a loss of tail rotor effectiveness.","","33.54","-98.300003","BELL HELICOPTER TEXTRON","206L 1","HELI","","","FALSE","1","NSCH","","135","Destroyed","VMC","AIR EVAC EMS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90204","7/1/2015 6:59:00 PM",
"ERA14FA461","ACC","90168","2014-09-28T15:20:00Z","Gallatin","Tennessee","United States","","N7062U","FALSE","DirectorBrief","2017-03-29T04:00:00Z","Fatal","1","0","0","The pilot's decision to fly the improperly balanced helicopter at high speed and low altitude, which resulted in a loss of control and collision with terrain. Contributing to the accident were the pilot's depression and resulting degradation of executive function and the pilot's use of a sedating antihistamine, which resulted in impaired mental and motor skills.","","36.424999","-86.484169","EAGLE R&D INC","HELICYCLE","HELI","","","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90168","3/16/2017 8:56:00 PM",
"CEN14LA487","ACC","90041","2014-09-06T12:07:00Z","Macedonia","Iowa","United States","","N699TQ","FALSE","DirectorBrief","2015-09-24T04:00:00Z","Fatal","1","0","0","The pilot’s inadequate visual lookout, which resulted in a collision with a static line.","","41.182498","-95.535552","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","Johnson Helicopter Services","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90041","8/28/2015 3:09:00 PM",
"ERA14FA396","ACC","89911","2014-08-19T11:00:00Z","Northport","Alabama","United States","","N444RS","FALSE","DirectorBrief","2016-09-22T04:00:00Z","Fatal","2","0","0","An inadvertent collision with a utility wire for reasons that could not be determined from recorded data and examination of the helicopter and accident site.","","33.45111","-87.387496","MCDONNELL DOUGLAS HELICOPTER","369E","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","ROTORWORKS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89911","9/13/2016 3:11:00 PM",
"CEN14LA423","ACC","89862","2014-08-12T10:45:00Z","MANSFIELD","Illinois","United States","","N7089J","FALSE","DirectorBrief","2016-11-29T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain clearance from power lines during low-altitude flight in gusting wind conditions following his use of a sedating medication.","","40.202499","-88.51139","BELL","47G 5","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","REYNOLDS AERIAL SERVICE LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89862","8/6/2015 7:42:00 PM",
"CEN14LA415","ACC","89834","2014-08-10T10:15:00Z","Jeanerette","Louisiana","United States","","N4690","FALSE","DirectorBrief","2016-06-01T04:00:00Z","Fatal","1","0","0","The pilot’s improper decision to operate an unairworthy helicopter, which resulted in a loss of control and subsequent impact with terrain.","","29.912221","-91.668891","BELL","47G 2","HELI","","","FALSE","1","","AAPL","137","Destroyed","VMC","PENN TEX HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89834","4/12/2016 12:17:00 PM",
"WPR14FA310","ACC","89724","2014-07-23T14:18:00Z","Wenatchee","Washington","United States","","N949FM","FALSE","DirectorBrief","2016-08-31T04:00:00Z","Fatal","1","0","0","The pilot's failure to maintain a proper decent rate and path, which resulted in a hard landing and dynamic rollover. Contributing to the accident was the pilot's impairment by a sedating medication.","","47.622776","-120.423889","BELL","206A","HELI","","","FALSE","1","","AAPL","091","Substantial","VMC","Applebee Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89724","8/17/2016 1:39:00 PM",
"CEN14FA369","ACC","89676","2014-07-17T01:42:00Z","Newkirk","New Mexico","United States","","N507CF","FALSE","DirectorBrief","2016-06-27T04:00:00Z","Fatal","3","0","0","The pilot's inadvertent visual flight into instrument meteorological conditions, which resulted in a loss of helicopter control.","","35.113609","-104.256385","AGUSTA SPA","A109E","HELI","","","FALSE","2","","POSI","091","Destroyed","Unknown","TRISTATE CAREFLIGHT LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89676","4/22/2016 3:16:00 PM",
"CEN14FA286","ACC","89428","2014-06-11T14:30:00Z","South Timbalier Platform","","United States","","N207MY","FALSE","DirectorBrief","2016-07-25T04:00:00Z","Fatal","2","0","0","The pilot's loss of helicopter control for reasons that could not be determined based on the available information.","","28.049999","-90.400001","BELL","206 L4","HELI","","","FALSE","1","NSCH","","135","Destroyed","VMC","Westwind Helicopter LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89428","6/30/2016 11:52:00 AM",
"ANC14FA030","ACC","89299","2014-05-28T14:33:00Z","Chugiak","Alaska","United States","","N392GP","FALSE","DirectorBrief","2017-08-09T04:00:00Z","Fatal","1","0","0","The pilot's loss of control of the helicopter due to impairment or incapacitation from a sudden, acute cardiac event.","","61.417778","-149.500839","ROBINSON HELICOPTER COMPANY","R44 II","HELI","PABV","Birchwood","FALSE","1","","EXLD","133","Destroyed","VMC","GLOBAL POSITIONING SERVICES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89299","8/9/2017 12:03:00 PM",
"CEN14LA418","ACC","89849","2014-05-28T10:15:00Z","Little Falls","Minnesota","United States","","N51853","FALSE","DirectorBrief","2016-09-14T04:00:00Z","Fatal","1","0","0","The pilot's failure to maintain clearance from a tree at the edge of a field that he was spraying.","","46.108333","-94.346946","TEXAS HELICOPTER CORP","OH 13H/M74A","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89849","7/11/2016 8:32:00 PM",
"WPR14FA203","ACC","89258","2014-05-23T10:30:00Z","Santa Paula","California","United States","","N4081H","FALSE","DirectorBrief","2016-02-29T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain clearance from power lines while flying at a low altitude.","","34.326946","-119.080001","ROBINSON HELICOPTER","R22 BETA","HELI","SZP","SANTA PAULA","FALSE","1","","PERS","091","Substantial","VMC","Channel Islands Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89258","2/3/2016 5:06:00 PM",
"WPR14FA195","ACC","89223","2014-05-18T16:00:00Z","Peach Springs","Arizona","United States","","N840PA","FALSE","DirectorBrief","2016-09-22T04:00:00Z","Fatal","1","0","0","The pilot’s decision to exit the helicopter while it was running and his failure to properly secure the flight controls with the engine operating at flight idle before exiting the helicopter.","","35.9925","-113.781112","AMERICAN EUROCOPTER CORP","AS350B3","HELI","1G4","GRAND CANYON WEST","FALSE","","","POSI","091","Substantial","VMC","PAPILLON AIRWAYS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89223","8/23/2016 7:46:00 PM",
"WPR14FA167","ACC","89050","2014-04-13T12:09:00Z","Reno","Nevada","United States","","N78CS","FALSE","DirectorBrief","2014-09-15T04:00:00Z","Fatal","1","0","0","The pilot’s failure to maintain control of the helicopter while in the traffic pattern.","","39.668056","-119.8675","SANDS","HELICYCLE","HELI","RTS","RENO/STEAD","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89050","9/2/2014 3:28:00 PM",
"WPR14FA158","ACC","89019","2014-04-06T12:15:00Z","Green River","Utah","United States","","N13HG","FALSE","DirectorBrief","2015-09-17T04:00:00Z","Fatal","2","0","0","A loss of engine power due to fuel contamination while maneuvering at a low altitude and the pilot's inadequate preflight inspection, which failed to detect the contamination.","","39.311943","-110.073608","ROBINSON HELICOPTER","R22 BETA","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","ROTORTRENDS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89019","9/4/2015 5:34:00 PM",
"WPR14FA137","ACC","88928","2014-03-18T07:38:00Z","Seattle","Washington","United States","","N250FB","FALSE","DirectorBrief","2016-10-04T04:00:00Z","Fatal","2","1","0","The loss of helicopter control due to a loss of hydraulic boost to the tail rotor pedal controls at takeoff, followed by a loss of hydraulic boost to the main rotor controls after takeoff. The reason for the loss of hydraulic boost to the main and tail rotor controls could not be determined because of fire damage to hydraulic system components and the lack of a flight recording device.","","47.620277","-122.348609","EUROCOPTER","AS 350 B2","HELI","WN16","KOMO TV Heliport","FALSE","1","","POSI","091","Destroyed","VMC","HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88928","9/2/2015 6:44:00 PM",
"ERA14FA115","ACC","88777","2014-02-08T20:45:00Z","Panacea","Florida","United States","","N571AC","FALSE","DirectorBrief","2015-09-29T04:00:00Z","Fatal","2","1","0","The pilot’s failure to maintain adequate clearance from trees during a takeoff at night. Contributing to the accident was the pilot’s lack of recent night flight experience.","","29.989444","-84.391113","ROBINSON HELICOPTER COMPANY","R44 II","HELI","2J0","WAKULLA COUNTY","FALSE","1","","PERS","091","Substantial","VMC","Tallahassee Helicopters, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88777","9/23/2015 4:53:00 PM",
"CEN14FA122","ACC","88720","2014-01-27T12:18:00Z","Silt","Colorado","United States","","N207DS","FALSE","DirectorBrief","2015-09-08T04:00:00Z","Fatal","3","0","0","The pilot’s inadequate preflight planning for a low-level aerial surveillance flight of power transmission lines, which led to his being unaware of the crossing power line while flying toward the sun and his subsequent failure to maintain sufficient clearance from the wire.","","39.521389","-107.660835","BELL","206L 3","HELI","","","FALSE","1","NSCH","","135","Destroyed","VMC","DELTA BRAVO SIERRA INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88720","5/28/2015 7:54:00 PM",
"ERA14FA066","ACC","88523","2013-12-06T17:30:00Z","Sebring","Florida","United States","","N1001N","FALSE","DirectorBrief","2015-07-23T04:00:00Z","Fatal","1","0","0","A partial loss of engine power as a result of contamination of the engine’s fuel supply, and the pilot’s impaired performance due to his use of diphenhydramine, which resulted in his inability to complete a forced or precautionary autorotative landing successfully.","","27.463333","-81.366668","TEXAS HELICOPTER CORP","M74L","HELI","SEF","Sebring Regional Airport","FALSE","1","","POSI","091","Destroyed","VMC","Spray Copter, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88523","7/9/2015 11:41:00 AM",
"ERA14FA010","ACC","88253","2013-10-22T06:05:00Z","Somerville","Tennessee","United States","","N353HW","FALSE","DirectorBrief","2015-01-27T05:00:00Z","Fatal","3","0","0","The pilot’s inadvertent encounter with night, instrument meteorological conditions while responding to an obstacle alert, resulting in an in-flight loss of helicopter control.","","35.229999","-89.380279","EUROCOPTER","AS 350 B3","HELI","","","FALSE","1","","POSI","091","Destroyed","Unknown","MEMPHIS MEDICAL CENTER DBA","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88253","1/20/2015 1:01:00 PM",
"CEN14FA004","ACC","88184","2013-10-09T07:20:00Z","Venice, LA","","United States","","N54LP","FALSE","DirectorBrief","2016-01-14T05:00:00Z","Fatal","1","3","0","A total loss of engine power due to the liberation of a second stage turbine blade near the blade root due to a high-cycle fatigue crack and subsequent overload. Although extensive testing and materials analysis was performed, the reason for crack initiation could not be determined.","","29.549999","-88.699996","BELL","206L 3","HELI","","","FALSE","1","NSCH","","135","Substantial","VMC","PANTHER HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88184","1/9/2014 2:02:00 PM",
"WPR14LA008","ACC","88177","2013-10-06T12:17:00Z","Paducah","Texas","United States","","N530KF","FALSE","DirectorBrief","2014-08-14T04:00:00Z","Fatal","1","0","0","The pilot’s failure to maintain clearance from a power transmission line tower while maneuvering to pick up a rope in gusting wind conditions.","","33.939445","-100.072219","MCDONNELL DOUGLAS HELI CO","369","HELI","","","FALSE","1","","EXLD","133","Substantial","VMC","Rogers Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88177","6/27/2014 1:43:00 PM",
"ERA13LA433","ACC","88152","2013-09-27T19:38:00Z","Bloomsburg","Pennsylvania","United States","","N631DP","FALSE","DirectorBrief","2014-08-14T04:00:00Z","Fatal","1","0","0","The relieved pilot’s failure to maintain clearance from the rotating main rotor blades after he exited the helicopter.","","40.99139","-76.466667","ENSTROM","F-28C","HELI","","","FALSE","1","","OWRK","091","Minor","VMC","HERITAGE ROTORS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88152","5/21/2014 12:49:00 PM",
"WPR13FA417","ACC","88096","2013-09-21T11:50:00Z","Cordes Lakes","Arizona","United States","","N22490","FALSE","DirectorBrief","2015-11-19T05:00:00Z","Fatal","2","0","0","The pilot's improper maintenance on the helicopter’s main rotor blade pitch control system, which resulted in an in-flight loss of main rotor blade pitch control, mast bumping, and mast failure.","","34.395278","-112.046943","BELL","UH-1V","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88096","10/27/2015 2:47:00 PM",
"WPR13FA411","ACC","88058","2013-09-16T15:35:00Z","Detroit","Oregon","United States","","N204UH","FALSE","DirectorBrief","2015-05-13T04:00:00Z","Fatal","1","0","0","The fatigue failure of the upper two tailboom attachment points, which resulted in the tailboom separating from the fuselage during logging operations. Contributing to the accident was poor maintenance throughout the helicopter’s operational life.","","44.705833","-122.110832","BELL","UH 1B","HELI","","","FALSE","1","","EXLD","133","Substantial","VMC","R&R CONNER","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88058","4/28/2015 11:26:00 AM",
"CEN13FA517","ACC","87927","2013-08-31T11:45:00Z","Caballo","New Mexico","United States","","N3156U","FALSE","DirectorBrief","2014-05-08T04:00:00Z","Fatal","3","0","0","The pilot’s failure to see and avoid power lines while maneuvering near the ground because dust stirred up by the rotor wash obscured his visibility.","","33.037776","-107.308334","ROBINSON","R44 II","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","Kendall S. Livingston","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87927","4/14/2014 4:27:00 PM",
"CEN13LA461","ACC","87681","2013-08-05T09:15:00Z","Ackerly","Texas","United States","","N8688F","FALSE","DirectorBrief","2013-12-02T05:00:00Z","Fatal","2","0","0","The pilot’s failure to identify and maintain adequate clearance from a shield wire that was suspended between power transmission line towers.","","32.481109","-101.716941","HUGHES","369D","HELI","","","FALSE","1","","EXLD","133","None","VMC","Haverfield Aviation, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87681","9/25/2013 2:26:00 PM",
"ERA13FA336","ACC","87589","2013-07-27T22:20:00Z","Noxen","Pennsylvania","United States","","N646AG","FALSE","DirectorBrief","2014-10-06T04:00:00Z","Fatal","5","0","0","The pilot's decision to continue VFR flight into night instrument meteorological conditions, which resulted in spatial disorientation and a loss of control.","","41.454723","-76.092224","ROBINSON","R66","HELI","","","FALSE","1","","PERS","091","Destroyed","IMC","David E. Jenny","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87589","9/24/2014 1:46:00 PM",
"WPR13FA343","ACC","87586","2013-07-27T12:55:00Z","Thompson Falls","Montana","United States","","N25WH","FALSE","DirectorBrief","2015-04-22T04:00:00Z","Fatal","1","1","1","The pilot's failure to maintain helicopter control while operating in conditions conducive to a loss of tail rotor effectiveness.","","47.546665","-115.520278","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","Rocky Mountain Rotors","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87586","4/13/2015 12:08:00 PM",
"WPR13GA338","ACC","87555","2013-07-22T22:20:00Z","Mount Charleston","Nevada","United States","","N233JP","FALSE","DirectorBrief","2015-12-14T05:00:00Z","Fatal","1","0","0","The premature hoisting operation and the inadvertent disengagement of the hoist hook on the rescuer’s harness in dark night conditions. Contributing to the accident was a lack of direct audio communication between the rescuer and the hoist operator.","","36.278331","-115.670829","BELL","HH-1H","HELI","VGT","NORTH LAS VEGAS","FALSE","1","","PUBL","PUBU","None","VMC","LAS VEGAS METROPOLITAN POLICE DEPARTMENT","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87555","11/10/2015 8:19:00 PM",
"CEN13FA415","ACC","87494","2013-07-16T09:55:00Z","Dove Creek","Colorado","United States","","N775AR","FALSE","DirectorBrief","2014-05-08T04:00:00Z","Fatal","1","0","0","Pilot-induced oscillations caused by the loss of hydraulic assist of the flight controls due to an excessive loss of hydraulic fluid during a critical phase of flight, which resulted in ground impact. Contributing to the accident was an inadequate analysis of the hydraulic fluid leak by the pilot and mechanic.","","37.756111","-108.773056","BELL","UH-1H","HELI","","","FALSE","1","","EXLD","133","Substantial","VMC","Billings Flying Service","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87494","4/25/2014 2:48:00 PM",
"CEN13FA357","ACC","87232","2013-06-19T08:12:00Z","Maplewood","Minnesota","United States","","N5024N","FALSE","DirectorBrief","2014-03-24T04:00:00Z","Fatal","1","0","0","The loss of helicopter control for reasons that could not be determined because an examination of the helicopter and its systems revealed no malfunctions or failures that would have precluded normal operation.","","44.967224","-92.986114","BELL","47G-3B-1","HELI","","","FALSE","1","","AAPL","137","Destroyed","VMC","SCOTTS HELICOPTER SERVICES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87232","1/7/2014 4:23:00 PM",
"CEN13FA344","ACC","87176","2013-06-11T18:30:00Z","Talihina","Oklahoma","United States","","N935EM","FALSE","DirectorBrief","2015-09-23T04:00:00Z","Fatal","1","1","2","The helicopter pilot's failure to see and avoid the 40-ft-tall lamp post during takeoff. Contributing to the accident was the pilot's inadequate preflight evaluation of the obstructions in the takeoff path.","","34.756668","-95.084167","EUROCOPTER","AS350B2","HELI","OK35","Choctaw Indian Hosp Helipad","FALSE","1","NSCH","","135","Substantial","VMC","EAGLEMED LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87176","9/9/2015 12:34:00 PM",
"ERA13FA273","ACC","87119","2013-06-06T23:15:00Z","Manchester","Kentucky","United States","","N114AE","FALSE","DirectorBrief","2014-09-24T04:00:00Z","Fatal","3","0","0","The pilot’s loss of helicopter control due to spatial disorientation when he inadvertently encountered night, instrument meteorological conditions, which resulted in the in-flight separation of the main rotor and tailboom.","","37.132778","-83.756385","BELL HELICOPTER TEXTRON","206L-1","HELI","","","FALSE","1","","POSI","091","Destroyed","IMC","AIR EVAC EMS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87119","9/4/2014 3:41:00 PM",
"CEN13FA295","ACC","86995","2013-05-24T18:00:00Z","Cross Timbers","Missouri","United States","","N569BC","FALSE","DirectorBrief","2014-02-10T05:00:00Z","Fatal","2","0","0","The pilot's failure to see and avoid a power line during the low-altitude flight.","","38.039165","-93.288055","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","EXEC","091","Destroyed","VMC","LUCAS OIL PRODUCTS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86995","12/4/2013 6:15:00 PM",
"WPR13FA208","ACC","86743","2013-04-27T08:30:00Z","Shepherd","Montana","United States","","N150SP","FALSE","DirectorBrief","2014-05-22T04:00:00Z","Fatal","1","0","0","The pilot’s loss of control while maneuvering during low-altitude operations due to sudden neurological impairment or incapacitation and the helicopter’s subsequent collision with power lines.","","46.088611","-108.246391","BELL","206B","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86743","5/14/2014 8:12:00 PM",
"ERA13FA186","ACC","86581","2013-04-03T16:00:00Z","Miami","Florida","United States","","N3101H","FALSE","DirectorBrief","2014-06-02T04:00:00Z","Fatal","2","0","0","The mechanic's failure to properly secure the pitch link hardware of one main rotor blade to the rotating swash plate, which resulted in the pitch link separating in flight and the pilot's subsequent loss of control. Contributing to the accident was the pilot’s/owner's pressure on the mechanic to return the helicopter to revenue service.","","25.642221","-80.388053","ROBINSON","R44","HELI","TMB","Kendall Tamiami Executive Airp","FALSE","1","","FLTS","091","Destroyed","VMC","Bravo Helicopters LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86581","5/20/2014 2:01:00 PM",
"ANC13GA036","ACC","86550","2013-03-30T23:20:00Z","Talkeetna","Alaska","United States","AAR1403","N911AA","TRUE","Report","2015-01-28T05:00:00Z","Fatal","3","0","0","The pilot's decision to continue flight under visual flight rules into deteriorating weather conditions, which resulted in the pilot's spatial disorientation and loss of control. Also causal was the Alaska Department of Public Safety's punitive culture and inadequate safety management, which prevented the organization from identifying and correcting latent deficiencies in risk management and pilot training. Contributing to the accident was the pilot's exceptionally high motivation to complete search and rescue missions, which increased his risk tolerance and adversely affected his decision-making.","","62.321388","-149.933883","EUROCOPTER","AS350","HELI","","","FALSE","1","","PUBS","PUBU","Destroyed","IMC","State of Alaska","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86550","2/3/2014 12:57:00 PM",
"CEN13FA205","ACC","86515","2013-03-26T12:45:00Z","Caddo","Texas","United States","","N910WC","FALSE","DirectorBrief","2013-12-11T05:00:00Z","Fatal","1","0","1","The pilot’s failure to maintain control of the helicopter during landing.","","32.707221","-98.624168","HUGHES","OH-6A","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86515","8/26/2013 7:56:00 PM",
"CEN13FA192","ACC","86426","2013-03-15T11:47:00Z","Grand Lake","Louisiana","United States","","N574EH","FALSE","DirectorBrief","2015-01-27T05:00:00Z","Fatal","3","0","0","Fracture of the red tail rotor blade spar, which resulted in the separation and departure of the red tail rotor blade from the helicopter and subsequent compromised tail gearbox. The red tail rotor blade was not recovered, thus the cause of the initial fracture could not be determined.","","30.03861","-93.167503","SIKORSKY","S-76A++","HELI","","","FALSE","2","","OWRK","091","Destroyed","VMC","ERA HELICOPTERS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86426","1/10/2015 5:00:00 AM",
"CEN13FA174","ACC","86280","2013-02-22T06:42:00Z","Oklahoma City","Oklahoma","United States","","N917EM","FALSE","DirectorBrief","2016-01-14T05:00:00Z","Fatal","2","1","0","The loss of engine power due to engine ice ingestion during initial climb after takeoff in dark night light conditions. Contributing to the accident were the lack of an installed engine air inlet cover while the helicopter was parked outside, exposed to precipitation and freezing temperatures before the accident, and the pilot’s inadequate preflight inspection that failed to detect ice accumulation in the area of the air inlet.","","35.565555","-97.646942","EUROCOPTER","AS 350 B2","HELI","","","FALSE","1","","POSI","091","Substantial","VMC","EagleMed LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86280","10/19/2015 11:50:00 AM",
"WPR13GA128","ACC","86245","2013-02-18T15:24:00Z","Eureka","Nevada","United States","","N20620","FALSE","DirectorBrief","2014-03-13T04:00:00Z","Fatal","1","0","0","The pilot’s failure to maintain clearance from a wire while maneuvering during low-altitude operations. Contributing to the accident was task- and/or work-related fatigue.","","39.481388","-115.839164","BELL","206B","HELI","ELY","Ely","FALSE","1","","PUBF","PUBU","Substantial","VMC","Bureau of Land Management","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86245","1/13/2014 7:26:00 PM",
"WPR13FA119","ACC","86174","2013-02-10T04:30:00Z","Acton","California","United States","","N59518","FALSE","DirectorBrief","2015-06-18T04:00:00Z","Fatal","3","0","0","The pilot's decision to conduct a flight in dark night conditions with an illuminated cockpit light that degraded his visibility and his ability to identify and arrest the helicopter's descent while maneuvering, which resulted in controlled flight into terrain.","","34.437778","-118.230003","BELL","206B","HELI","","","FALSE","1","","OWRK","091","Substantial","VMC","Orbic Air","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86174","6/1/2015 8:27:00 PM",
"CEN13FA122","ACC","85944","2013-01-02T21:57:00Z","Clear Lake","Iowa","United States","","N445MT","FALSE","DirectorBrief","2015-02-12T05:00:00Z","Fatal","3","0","0","The pilot’s inadvertent encounter with localized icing conditions and his subsequent in-flight loss of helicopter control.","","43.142776","-93.48278","BELL HELICOPTER","407","HELI","MCW","Mason City Municipal","FALSE","1","","POSI","091","Destroyed","VMC","Med-Trans Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85944","8/11/2014 9:17:00 PM",
"WPR13FA080","ACC","85924","2013-01-02T07:15:00Z","Delano","California","United States","","N828AC","FALSE","DirectorBrief","2014-03-07T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain helicopter control due to spatial disorientation while maneuvering in low visibility, dark night conditions.","","35.726943","-119.162498","BELL","206","HELI","DLO","Delano Municipal Airport","FALSE","1","","OWRK","091","Destroyed","VMC","San Joaquin Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85924","12/19/2013 1:40:00 PM",
